Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Count,Crossfit,4.0,"Jul 15, 2024, 5:21:37 AM",,,Week
Count,Run,3.0,"Jan 14, 2024, 10:01:42 AM","Jan 14, 2024, 10:02:43 AM",,Week
Distance Goal,Run,30000.0,"Jul 15, 2024, 5:21:10 AM",,,Week
Distance Goal,Run,30000.0,"May 22, 2023, 3:34:20 PM","Nov 27, 2023, 6:52:00 AM",,Week
Distance Goal,Run,20000.0,"Nov 27, 2023, 6:52:00 AM","Jul 15, 2024, 5:21:10 AM",,Week
Count,Walk,3.0,"Aug 9, 2024, 11:14:58 PM",,,Week
Count,Crossfit,5.0,"Jan 14, 2024, 10:02:57 AM","Jul 15, 2024, 5:21:37 AM",,Week
